Ticket_ID,Created_Date,Resolved_Date,Priority,Status,Channel,Category,Agent_ID,Customer_Name,Resolution_Time_Hours,SLA_Breached,Customer_Satisfaction
T00212,2025-06-13 00:00:00,2025-06-14 07:00:00,Low,Resolved,Portal,Network Issue,A005,Rhonda Boone,31,Yes,4
T00213,2025-01-26 00:00:00,2025-01-27 14:00:00,Critical,In Progress,Phone,Software Bug,A019,Amy Young,38,No,4
T00214,2025-04-08 00:00:00,2025-04-12 02:00:00,Critical,Closed,Portal,Software Bug,A016,Rebecca Young,98,Yes,2
T00215,2025-02-16 00:00:00,2025-02-18 03:00:00,Critical,In Progress,Phone,Access Request,A012,Laurie Dixon,51,Yes,5
T00216,2025-01-26 00:00:00,2025-01-27 13:00:00,Critical,Resolved,Email,Login Issue,A014,Joshua Walker,37,Yes,4
T00217,2025-05-16 00:00:00,2025-05-19 22:00:00,Critical,Resolved,Email,Hardware Failure,A002,Sue Cervantes,94,Yes,3
T00218,2025-07-05 00:00:00,2025-07-07 23:00:00,Low,Closed,Portal,Access Request,A009,Olivia Bennett,71,Yes,3
T00219,2025-03-07 00:00:00,2025-03-07 13:00:00,High,Resolved,Chat,Network Issue,A007,Melissa Morgan,13,No,4
T00220,2025-09-14 00:00:00,2025-09-14 06:00:00,Low,In Progress,Chat,Hardware Failure,A017,April Simpson,6,No,1
T00221,2025-03-18 00:00:00,2025-03-21 06:00:00,Medium,Resolved,Chat,Network Issue,A013,Nicole Turner,78,No,5
T00222,2025-10-31 00:00:00,2025-11-01 20:00:00,Critical,Resolved,Portal,Login Issue,A012,Denise Jackson,44,No,5
T00223,2025-12-11 00:00:00,2025-12-11 15:00:00,High,Open,Portal,Software Bug,A021,Paula Jones,15,Yes,4
T00224,2026-01-05 00:00:00,2026-01-05 07:00:00,Critical,In Progress,Portal,Network Issue,A022,Joseph Santos,7,Yes,5
T00225,2025-01-17 00:00:00,2025-01-20 02:00:00,Medium,Open,Portal,Software Bug,A014,George Mccormick,74,Yes,1
T00226,2025-07-31 00:00:00,2025-08-03 17:00:00,Critical,Closed,Email,Network Issue,A017,Jeremy Barrett,89,Yes,2
T00227,2025-10-15 00:00:00,2025-10-16 18:00:00,Critical,Resolved,Phone,Hardware Failure,A018,Jaime White,42,No,4
T00228,2025-10-07 00:00:00,2025-10-08 22:00:00,Critical,In Progress,Phone,Software Bug,A018,Heather Cunningham,46,No,3
T00229,2025-04-26 00:00:00,2025-04-27 15:00:00,Medium,Closed,Chat,Hardware Failure,A012,Rebecca Kennedy,39,No,3
T00230,2025-05-28 00:00:00,2025-05-28 16:00:00,Critical,Closed,Chat,Network Issue,A010,Katie Calhoun,16,Yes,5
T00231,2025-05-28 00:00:00,2025-05-31 20:00:00,High,Closed,Chat,Hardware Failure,A007,Kelly Patrick,92,Yes,1
T00232,2026-02-28 00:00:00,2026-03-02 21:00:00,High,In Progress,Email,Access Request,A024,Gloria Lane,69,Yes,3
T00233,2025-05-05 00:00:00,2025-05-05 07:00:00,Medium,In Progress,Email,Login Issue,A014,Jonathan Rodriguez,7,No,5
T00234,2026-01-03 00:00:00,2026-01-05 13:00:00,Medium,Open,Phone,Hardware Failure,A021,Sarah Yang,61,No,1
T00235,2025-09-02 00:00:00,2025-09-05 12:00:00,High,Resolved,Chat,Login Issue,A025,Kevin Schultz,84,Yes,2
T00236,2025-11-30 00:00:00,2025-12-03 02:00:00,Low,In Progress,Portal,Network Issue,A002,Jason Barnett,74,No,2
T00237,2026-02-08 00:00:00,2026-02-10 16:00:00,High,Open,Email,Software Bug,A019,Tina Mccarthy,64,Yes,2
T00238,2025-06-21 00:00:00,2025-06-22 13:00:00,Critical,In Progress,Portal,Software Bug,A007,Susan Wells,37,Yes,4
T00239,2025-06-19 00:00:00,2025-06-19 21:00:00,High,In Progress,Email,Software Bug,A010,Daisy Cisneros,21,Yes,4
T00240,2025-03-31 00:00:00,2025-04-03 07:00:00,Critical,Resolved,Email,Hardware Failure,A022,Brandi Tucker,79,Yes,4
T00241,2025-04-05 00:00:00,2025-04-05 18:00:00,High,In Progress,Email,Software Bug,A013,Luis Price,18,Yes,4
T00242,2025-08-17 00:00:00,2025-08-21 01:00:00,High,Resolved,Email,Software Bug,A021,Kelly Harris,97,No,3
T00243,2025-12-21 00:00:00,2025-12-22 07:00:00,Low,Closed,Chat,Network Issue,A013,Timothy Norman,31,No,1
T00244,2025-12-20 00:00:00,2025-12-20 16:00:00,High,In Progress,Phone,Network Issue,A016,Jean Rocha,16,Yes,3
T00245,2025-08-21 00:00:00,2025-08-25 00:00:00,High,Closed,Portal,Access Request,A022,Lisa Norris,96,Yes,5
T00246,2026-01-26 00:00:00,2026-01-27 08:00:00,Low,Closed,Chat,Login Issue,A019,Jeremy Mullins,32,Yes,5
T00247,2025-02-01 00:00:00,2025-02-05 11:00:00,Medium,In Progress,Phone,Software Bug,A017,Nicole Page,107,No,5
T00248,2025-03-01 00:00:00,2025-03-04 16:00:00,Critical,Open,Portal,Login Issue,A015,Leslie Miller,88,Yes,2
T00249,2025-09-20 00:00:00,2025-09-22 06:00:00,Low,Closed,Chat,Login Issue,A013,Kelly Kirk,54,No,4
T00250,2026-02-23 00:00:00,2026-02-23 01:00:00,Low,Open,Portal,Software Bug,A023,Richard Castillo,1,Yes,2
T00251,2025-10-05 00:00:00,2025-10-05 08:00:00,Critical,Open,Chat,Hardware Failure,A006,Catherine Rodriguez,8,Yes,1
T00252,2026-01-28 00:00:00,2026-01-31 11:00:00,High,Closed,Portal,Hardware Failure,A013,Vanessa Brown,83,Yes,4
T00253,2025-12-16 00:00:00,2025-12-19 13:00:00,Medium,Resolved,Email,Network Issue,A018,Frank Dickson,85,No,5
T00254,2025-09-28 00:00:00,2025-09-28 17:00:00,Low,Open,Chat,Hardware Failure,A022,Maria Medina,17,No,2
T00255,2025-09-30 00:00:00,2025-10-02 01:00:00,Medium,Closed,Chat,Network Issue,A009,Lori Contreras,49,Yes,2
T00256,2026-03-25 00:00:00,2026-03-28 21:00:00,Low,Closed,Email,Network Issue,A007,Shawn Meyer,93,Yes,1
T00257,2025-02-21 00:00:00,2025-02-24 05:00:00,Critical,Open,Phone,Login Issue,A013,Denise Johnson,77,No,1
T00258,2025-04-30 00:00:00,2025-05-02 22:00:00,Low,In Progress,Chat,Network Issue,A024,Christopher Sanders,70,No,2
T00259,2025-10-23 00:00:00,2025-10-26 05:00:00,Medium,Resolved,Phone,Access Request,A008,Dillon Buckley,77,No,3
T00260,2025-06-03 00:00:00,2025-06-04 12:00:00,Medium,Closed,Portal,Login Issue,A012,Robert Christensen,36,No,1
T00261,2026-02-07 00:00:00,2026-02-09 20:00:00,Critical,Closed,Phone,Software Bug,A013,Justin Gibbs,68,Yes,3
T00262,2026-01-22 00:00:00,2026-01-24 21:00:00,Medium,In Progress,Chat,Network Issue,A015,Amanda Stewart,69,Yes,4
T00263,2025-10-15 00:00:00,2025-10-17 05:00:00,Medium,Closed,Phone,Software Bug,A007,Monica Davis,53,No,4
T00264,2025-11-28 00:00:00,2025-11-28 11:00:00,High,Open,Phone,Login Issue,A009,Michael Nelson,11,No,4
T00265,2025-12-11 00:00:00,2025-12-14 06:00:00,Low,Open,Phone,Access Request,A024,Eric Adkins,78,Yes,5
T00266,2025-09-03 00:00:00,2025-09-04 03:00:00,High,Open,Phone,Network Issue,A024,Warren Ponce,27,Yes,3
T00267,2026-01-18 00:00:00,2026-01-22 01:00:00,Medium,In Progress,Portal,Network Issue,A018,Zachary Davis,97,No,4
T00268,2026-02-02 00:00:00,2026-02-03 13:00:00,Critical,Resolved,Chat,Software Bug,A012,Erika Smith,37,No,4
T00269,2025-08-27 00:00:00,2025-08-27 13:00:00,High,In Progress,Chat,Software Bug,A014,Reginald Gutierrez,13,Yes,4
T00270,2025-10-16 00:00:00,2025-10-20 15:00:00,Medium,Open,Chat,Access Request,A019,Jessica Fleming,111,No,2
T00271,2025-06-01 00:00:00,2025-06-01 20:00:00,High,In Progress,Portal,Access Request,A008,Katherine Cervantes,20,No,2
T00272,2025-10-09 00:00:00,2025-10-12 12:00:00,High,Closed,Portal,Hardware Failure,A006,Sherry Murillo,84,No,3
T00273,2025-03-28 00:00:00,2025-03-28 18:00:00,Critical,In Progress,Email,Access Request,A002,Michelle Robertson,18,Yes,5
T00274,2026-02-23 00:00:00,2026-02-26 14:00:00,Low,Closed,Phone,Network Issue,A003,Patrick Weeks,86,Yes,1
T00275,2025-01-05 00:00:00,2025-01-06 04:00:00,Critical,Resolved,Email,Access Request,A021,Lori Howard,28,No,5
T00276,2025-12-04 00:00:00,2025-12-06 15:00:00,Low,Closed,Email,Login Issue,A017,Sarah Shea,63,No,1
T00277,2025-10-02 00:00:00,2025-10-03 13:00:00,Critical,In Progress,Email,Login Issue,A017,Kerry Gomez,37,Yes,1
T00278,2025-05-04 00:00:00,2025-05-05 01:00:00,High,Resolved,Chat,Hardware Failure,A003,Robert Wiley,25,No,5
T00279,2025-07-27 00:00:00,2025-07-29 11:00:00,Medium,In Progress,Chat,Login Issue,A021,Jose Simpson,59,Yes,5
T00280,2025-02-17 00:00:00,2025-02-19 04:00:00,Critical,Closed,Email,Login Issue,A023,Christopher Gilmore,52,Yes,4
T00281,2025-02-12 00:00:00,2025-02-14 16:00:00,High,Open,Email,Network Issue,A007,Michael Stone,64,No,4
T00282,2025-05-19 00:00:00,2025-05-19 06:00:00,High,Open,Phone,Software Bug,A001,Brandi Vazquez,6,Yes,1
T00283,2025-10-28 00:00:00,2025-10-28 19:00:00,Low,Resolved,Phone,Access Request,A008,Regina Pruitt,19,No,4
T00284,2025-12-13 00:00:00,2025-12-17 19:00:00,High,Closed,Phone,Login Issue,A017,Stephanie Jordan,115,No,5
T00285,2025-01-28 00:00:00,2025-01-28 13:00:00,Medium,Open,Chat,Access Request,A025,Tyler Eaton,13,No,4
T00286,2026-02-01 00:00:00,2026-02-02 18:00:00,High,Closed,Portal,Network Issue,A012,Andrew Maddox,42,No,1
T00287,2025-08-10 00:00:00,2025-08-11 00:00:00,Critical,Open,Chat,Network Issue,A023,Ryan Austin,24,Yes,5
T00288,2025-02-12 00:00:00,2025-02-13 11:00:00,Critical,In Progress,Portal,Software Bug,A012,Heather Perez,35,Yes,2
T00289,2025-02-16 00:00:00,2025-02-16 01:00:00,Critical,Resolved,Chat,Login Issue,A005,Jill Lucas,1,Yes,3
T00290,2025-04-06 00:00:00,2025-04-08 08:00:00,Critical,Open,Email,Login Issue,A012,William Sullivan,56,Yes,4
T00291,2025-11-02 00:00:00,2025-11-05 05:00:00,Critical,Open,Chat,Hardware Failure,A013,Kimberly Payne,77,Yes,3
T00292,2026-01-07 00:00:00,2026-01-11 20:00:00,Medium,In Progress,Portal,Network Issue,A005,Brandi Smith,116,No,5
T00293,2025-06-04 00:00:00,2025-06-05 11:00:00,Medium,Open,Phone,Hardware Failure,A009,Joshua Lane,35,No,4
T00294,2025-06-03 00:00:00,2025-06-05 14:00:00,High,Resolved,Phone,Hardware Failure,A020,Amy Hunter,62,Yes,1
T00295,2025-08-23 00:00:00,2025-08-23 14:00:00,High,Open,Portal,Software Bug,A020,Laura Williams,14,No,2
T00296,2026-02-16 00:00:00,2026-02-20 15:00:00,Critical,Resolved,Portal,Access Request,A005,Joshua Chapman,111,No,3
T00297,2025-06-14 00:00:00,2025-06-17 06:00:00,Critical,Resolved,Phone,Hardware Failure,A011,Noah Taylor,78,No,2
T00298,2026-01-12 00:00:00,2026-01-15 17:00:00,Medium,Resolved,Portal,Software Bug,A013,Lisa Harvey,89,No,4
T00299,2025-02-28 00:00:00,2025-03-05 00:00:00,Medium,In Progress,Email,Hardware Failure,A023,Megan Jones,120,Yes,5
T00300,2025-08-13 00:00:00,2025-08-17 07:00:00,Low,Closed,Portal,Network Issue,A021,Charles Mckinney,103,No,3
T00301,2025-05-04 00:00:00,2025-05-05 09:00:00,Critical,Closed,Email,Hardware Failure,A020,Robert Richardson,33,No,2
T00302,2025-10-26 00:00:00,2025-10-28 04:00:00,Critical,Open,Chat,Access Request,A020,Sandra Davis,52,Yes,5
T00303,2025-02-25 00:00:00,2025-03-01 03:00:00,High,In Progress,Email,Access Request,A021,Jacob Lucas,99,No,2
T00304,2026-01-21 00:00:00,2026-01-22 19:00:00,Low,Open,Email,Software Bug,A008,Larry Williams,43,Yes,4
T00305,2025-08-17 00:00:00,2025-08-19 00:00:00,Critical,In Progress,Chat,Login Issue,A016,Robert Clements,48,Yes,4
T00306,2025-06-01 00:00:00,2025-06-03 06:00:00,Low,In Progress,Chat,Software Bug,A011,Jonathan Petty,54,No,1
T00307,2026-02-06 00:00:00,2026-02-07 03:00:00,Critical,Resolved,Portal,Login Issue,A015,Megan Martin,27,No,5
T00308,2025-06-13 00:00:00,2025-06-13 09:00:00,Low,Open,Email,Software Bug,A021,Marcus Diaz,9,Yes,3
T00309,2025-12-13 00:00:00,2025-12-17 07:00:00,Medium,In Progress,Phone,Software Bug,A018,Sarah Cohen,103,No,2
T00310,2025-08-25 00:00:00,2025-08-26 06:00:00,Medium,In Progress,Portal,Hardware Failure,A001,Thomas Hale,30,Yes,4
T00311,2025-08-19 00:00:00,2025-08-22 04:00:00,Critical,Open,Phone,Network Issue,A009,Gregory Berry,76,Yes,4
T00312,2025-10-23 00:00:00,2025-10-23 14:00:00,Medium,Resolved,Chat,Network Issue,A015,Jeffrey Klein,14,Yes,5
T00313,2025-05-15 00:00:00,2025-05-18 14:00:00,High,Closed,Portal,Access Request,A004,Lisa Arnold,86,No,4
T00314,2025-06-30 00:00:00,2025-07-04 13:00:00,Medium,Resolved,Email,Network Issue,A011,Kathy Estrada,109,Yes,4
T00315,2025-05-03 00:00:00,2025-05-04 16:00:00,Medium,Resolved,Phone,Access Request,A013,Daniel Martinez,40,No,1
T00316,2025-11-02 00:00:00,2025-11-02 18:00:00,Critical,Closed,Phone,Hardware Failure,A021,Thomas Romero,18,Yes,5
T00317,2025-10-12 00:00:00,2025-10-12 22:00:00,High,In Progress,Phone,Software Bug,A015,Jessica Gray,22,Yes,4
T00318,2026-03-20 00:00:00,2026-03-21 22:00:00,Critical,In Progress,Phone,Hardware Failure,A018,Russell Odom,46,No,1
T00319,2025-07-29 00:00:00,2025-08-01 16:00:00,Critical,Closed,Portal,Network Issue,A003,Erica Whitney,88,Yes,4
T00320,2026-02-12 00:00:00,2026-02-16 02:00:00,High,Open,Chat,Network Issue,A018,Jesse Harvey,98,No,2
T00321,2025-03-28 00:00:00,2025-04-01 04:00:00,Critical,Open,Email,Software Bug,A025,Anna Bennett,100,No,4
T00322,2025-10-05 00:00:00,2025-10-09 10:00:00,Critical,In Progress,Portal,Login Issue,A024,Joseph Richardson,106,Yes,1
T00323,2025-06-02 00:00:00,2025-06-06 16:00:00,Critical,Resolved,Chat,Login Issue,A015,Stacy Bryant,112,Yes,1
T00324,2026-02-02 00:00:00,2026-02-06 08:00:00,Medium,Resolved,Portal,Network Issue,A020,Grace Vega,104,Yes,2
T00325,2026-02-06 00:00:00,2026-02-07 03:00:00,Low,Resolved,Chat,Access Request,A018,Corey Martinez,27,Yes,2
T00326,2025-06-15 00:00:00,2025-06-18 19:00:00,High,Resolved,Email,Network Issue,A025,Karl Johnson,91,No,3
T00327,2025-01-31 00:00:00,2025-02-01 12:00:00,Medium,In Progress,Phone,Software Bug,A008,Tanner Thompson,36,No,2
T00328,2025-09-08 00:00:00,2025-09-08 19:00:00,High,Closed,Portal,Hardware Failure,A003,Emma Graves,19,Yes,5
T00329,2025-07-26 00:00:00,2025-07-28 18:00:00,High,Closed,Portal,Software Bug,A019,Jeffrey Black,66,Yes,3
T00330,2026-03-21 00:00:00,2026-03-25 04:00:00,Critical,Resolved,Email,Access Request,A013,James Stevens,100,Yes,1
T00331,2025-08-08 00:00:00,2025-08-12 10:00:00,Critical,Resolved,Chat,Software Bug,A011,Pamela Wilson,106,Yes,2
T00332,2025-10-17 00:00:00,2025-10-21 14:00:00,High,Open,Email,Login Issue,A021,Howard Johnson,110,No,4
T00333,2025-01-09 00:00:00,2025-01-09 16:00:00,Critical,Closed,Email,Hardware Failure,A007,Brandon Gregory,16,Yes,2
T00334,2025-11-29 00:00:00,2025-11-30 15:00:00,High,Open,Chat,Software Bug,A003,Briana Duncan,39,No,2
T00335,2025-12-07 00:00:00,2025-12-11 20:00:00,Low,Closed,Chat,Network Issue,A014,Mark Smith,116,Yes,2
T00336,2025-12-27 00:00:00,2025-12-27 13:00:00,Medium,Closed,Email,Network Issue,A019,Michelle Frye,13,Yes,1
T00337,2025-09-23 00:00:00,2025-09-26 16:00:00,Low,Open,Chat,Login Issue,A014,William Harris,88,Yes,4
T00338,2025-09-02 00:00:00,2025-09-02 10:00:00,Critical,Open,Email,Login Issue,A011,Megan Chavez,10,No,2
T00339,2025-06-03 00:00:00,2025-06-03 18:00:00,Medium,In Progress,Email,Access Request,A019,Jasmine Nichols,18,Yes,4
T00340,2025-11-09 00:00:00,2025-11-12 12:00:00,Critical,Resolved,Phone,Network Issue,A014,Amanda Myers,84,No,2
T00341,2026-03-17 00:00:00,2026-03-18 04:00:00,Low,In Progress,Email,Access Request,A024,Angela Beasley,28,No,1
T00342,2025-06-29 00:00:00,2025-07-01 07:00:00,Medium,In Progress,Chat,Login Issue,A008,Thomas Sanchez,55,No,3
T00343,2026-02-03 00:00:00,2026-02-06 17:00:00,High,In Progress,Phone,Hardware Failure,A010,Kathy Allen,89,Yes,1
T00344,2026-02-06 00:00:00,2026-02-10 19:00:00,Critical,Closed,Email,Network Issue,A016,Jacob Anderson,115,Yes,2
T00345,2025-09-28 00:00:00,2025-10-02 18:00:00,High,Resolved,Phone,Hardware Failure,A019,Bryan Hughes,114,No,1
T00346,2025-07-07 00:00:00,2025-07-09 22:00:00,Critical,Open,Email,Access Request,A003,Douglas Reynolds,70,Yes,2
T00347,2025-05-15 00:00:00,2025-05-16 04:00:00,Low,Closed,Chat,Access Request,A025,Heather Hernandez,28,No,1
T00348,2025-08-05 00:00:00,2025-08-08 18:00:00,Low,In Progress,Chat,Login Issue,A010,Joseph Carter,90,Yes,4
T00349,2025-09-19 00:00:00,2025-09-23 22:00:00,Medium,Resolved,Portal,Access Request,A021,Ashley Haley MD,118,Yes,2
T00350,2025-06-08 00:00:00,2025-06-11 18:00:00,Medium,Open,Phone,Login Issue,A014,Rebecca King,90,Yes,4
T00351,2025-08-21 00:00:00,2025-08-24 07:00:00,Low,Resolved,Phone,Login Issue,A001,Michael Robbins,79,Yes,5
T00352,2025-12-26 00:00:00,2025-12-26 02:00:00,Critical,Resolved,Chat,Network Issue,A012,Brenda Barnett,2,Yes,2
T00353,2026-01-19 00:00:00,2026-01-23 04:00:00,Low,Open,Chat,Hardware Failure,A009,Stephanie Moore,100,Yes,3
T00354,2025-05-15 00:00:00,2025-05-18 20:00:00,Low,Closed,Portal,Access Request,A012,Dr. Abigail Rodriguez,92,Yes,5
T00355,2025-09-13 00:00:00,2025-09-17 14:00:00,Medium,Resolved,Phone,Software Bug,A025,Patrick Rodriguez,110,Yes,5
T00356,2025-10-21 00:00:00,2025-10-24 15:00:00,Medium,Open,Email,Login Issue,A008,Richard Thompson,87,Yes,1
T00357,2025-08-30 00:00:00,2025-08-31 23:00:00,Medium,In Progress,Email,Access Request,A023,Amanda Davis,47,No,4
T00358,2025-04-25 00:00:00,2025-04-26 18:00:00,Critical,Resolved,Chat,Login Issue,A019,Melissa Edwards,42,No,2
T00359,2025-03-03 00:00:00,2025-03-05 17:00:00,Medium,In Progress,Email,Hardware Failure,A003,Jessica Ryan,65,No,1
T00360,2026-03-20 00:00:00,2026-03-21 13:00:00,High,Open,Portal,Login Issue,A012,Christopher Mejia,37,Yes,3
T00361,2025-05-30 00:00:00,2025-06-02 01:00:00,Medium,Closed,Chat,Access Request,A016,Aaron Stafford,73,Yes,3
T00362,2026-01-11 00:00:00,2026-01-15 20:00:00,Medium,In Progress,Email,Hardware Failure,A001,Mark Smith,116,Yes,5
T00363,2025-10-05 00:00:00,2025-10-06 21:00:00,High,Open,Portal,Software Bug,A004,Angela Lopez,45,Yes,1
T00364,2025-09-29 00:00:00,2025-09-30 07:00:00,Critical,Open,Phone,Software Bug,A003,Sabrina Estes,31,Yes,4
T00365,2025-04-29 00:00:00,2025-05-03 19:00:00,Critical,Resolved,Portal,Login Issue,A019,James Craig,115,Yes,5
T00366,2025-09-16 00:00:00,2025-09-16 18:00:00,Low,Open,Portal,Network Issue,A008,Angelica Williams,18,No,4
T00367,2025-05-14 00:00:00,2025-05-18 13:00:00,Critical,Resolved,Chat,Hardware Failure,A009,Garrett Cooper,109,Yes,3
T00368,2025-02-08 00:00:00,2025-02-09 02:00:00,Low,In Progress,Email,Network Issue,A015,Mr. Joseph Ford,26,No,2
T00369,2025-06-10 00:00:00,2025-06-12 05:00:00,High,In Progress,Portal,Software Bug,A015,Anthony Zavala,53,No,1
T00370,2026-03-13 00:00:00,2026-03-13 16:00:00,Medium,Resolved,Email,Network Issue,A011,Donald Rangel,16,Yes,1
T00371,2025-02-16 00:00:00,2025-02-19 20:00:00,High,Closed,Email,Software Bug,A009,Curtis Williams,92,Yes,2
T00372,2025-01-16 00:00:00,2025-01-18 04:00:00,Medium,Open,Portal,Login Issue,A005,Stephanie Mccarty,52,Yes,4
T00373,2025-01-07 00:00:00,2025-01-07 08:00:00,Medium,In Progress,Portal,Software Bug,A022,Michael Miles,8,Yes,2
T00374,2025-10-26 00:00:00,2025-10-29 04:00:00,Low,Open,Email,Network Issue,A021,Michael Murphy,76,No,3
T00375,2026-02-19 00:00:00,2026-02-19 17:00:00,High,Open,Email,Hardware Failure,A002,Lisa Camacho,17,Yes,1
T00376,2025-10-21 00:00:00,2025-10-23 08:00:00,Critical,Open,Portal,Hardware Failure,A006,Dylan Davenport,56,No,4
T00377,2025-04-20 00:00:00,2025-04-24 21:00:00,High,Resolved,Portal,Network Issue,A002,William Chapman,117,Yes,2
T00378,2025-11-28 00:00:00,2025-11-29 14:00:00,Critical,Closed,Email,Login Issue,A009,Albert Thompson,38,No,4
T00379,2025-03-12 00:00:00,2025-03-14 06:00:00,Medium,Open,Portal,Software Bug,A016,Rachel Jones,54,No,2
T00380,2025-06-26 00:00:00,2025-06-30 21:00:00,High,Closed,Chat,Network Issue,A001,Karen Gray,117,No,5
T00381,2025-11-02 00:00:00,2025-11-03 05:00:00,High,Open,Portal,Access Request,A012,Debbie Higgins,29,Yes,1
T00382,2025-03-23 00:00:00,2025-03-23 13:00:00,Medium,Resolved,Email,Network Issue,A019,Melissa Bradford,13,No,2
T00383,2025-07-01 00:00:00,2025-07-06 00:00:00,Medium,In Progress,Chat,Software Bug,A019,Angela Robinson,120,Yes,2
T00384,2025-12-27 00:00:00,2025-12-30 18:00:00,Medium,In Progress,Portal,Access Request,A010,Kelly Giles,90,Yes,3
T00385,2025-09-09 00:00:00,2025-09-09 05:00:00,Low,In Progress,Phone,Login Issue,A017,Brian Ray,5,No,1
T00386,2025-01-01 00:00:00,2025-01-02 19:00:00,Medium,In Progress,Chat,Network Issue,A011,Cynthia Robertson,43,Yes,5
T00387,2025-01-12 00:00:00,2025-01-12 19:00:00,Medium,Open,Chat,Login Issue,A012,Melinda Guzman,19,No,5
T00388,2025-10-28 00:00:00,2025-10-28 13:00:00,High,Resolved,Phone,Network Issue,A024,Andrew Watson,13,No,3
T00389,2026-02-10 00:00:00,2026-02-13 10:00:00,High,In Progress,Chat,Network Issue,A022,Anna Grant,82,Yes,4
T00390,2025-07-13 00:00:00,2025-07-14 16:00:00,Medium,In Progress,Email,Access Request,A013,Richard Mills,40,Yes,3
T00391,2025-04-04 00:00:00,2025-04-07 06:00:00,Medium,Open,Portal,Network Issue,A011,Nicole Turner,78,Yes,3
T00392,2025-05-02 00:00:00,2025-05-03 21:00:00,Medium,Open,Chat,Hardware Failure,A001,Cheryl Jackson,45,No,3
T00393,2025-04-18 00:00:00,2025-04-19 08:00:00,High,Resolved,Email,Login Issue,A002,Scott Smith,32,No,1
T00394,2025-08-13 00:00:00,2025-08-16 22:00:00,Medium,Closed,Portal,Hardware Failure,A012,Brittany Smith,94,No,4
T00395,2025-02-21 00:00:00,2025-02-25 11:00:00,Medium,In Progress,Portal,Login Issue,A002,Jason Graham,107,No,4
T00396,2025-01-11 00:00:00,2025-01-12 17:00:00,Low,Open,Chat,Network Issue,A013,Harold Jones,41,Yes,3
T00397,2026-01-10 00:00:00,2026-01-10 10:00:00,Low,Resolved,Portal,Login Issue,A014,Gregory Jenkins,10,Yes,5
T00398,2025-11-07 00:00:00,2025-11-11 18:00:00,Medium,Open,Email,Software Bug,A007,Ashley Stout,114,Yes,4
T00399,2025-07-29 00:00:00,2025-08-01 18:00:00,High,Resolved,Chat,Network Issue,A004,Sharon Morris,90,Yes,5
T00400,2025-07-21 00:00:00,2025-07-24 02:00:00,Critical,In Progress,Email,Software Bug,A001,Lucas Nash,74,No,5
T00401,2025-02-14 00:00:00,2025-02-15 14:00:00,Critical,In Progress,Email,Login Issue,A007,Cynthia Phillips,38,Yes,5
T00402,2025-11-23 00:00:00,2025-11-24 14:00:00,Critical,Open,Chat,Hardware Failure,A016,David Harris,38,No,1
T00403,2025-12-05 00:00:00,2025-12-06 10:00:00,Critical,In Progress,Chat,Hardware Failure,A012,Kimberly Jackson,34,Yes,1
T00404,2025-08-17 00:00:00,2025-08-17 06:00:00,Critical,Closed,Chat,Network Issue,A009,Erica Alexander,6,Yes,3
T00405,2025-03-19 00:00:00,2025-03-23 01:00:00,Low,Resolved,Portal,Access Request,A008,Cody Johnson,97,Yes,1
T00406,2026-03-07 00:00:00,2026-03-09 02:00:00,Critical,Closed,Phone,Hardware Failure,A010,Aimee Green,50,Yes,5
T00407,2025-07-22 00:00:00,2025-07-26 20:00:00,Medium,Open,Portal,Network Issue,A006,Jessica Hudson,116,Yes,1
T00408,2026-02-18 00:00:00,2026-02-19 01:00:00,Low,Closed,Email,Hardware Failure,A007,Timothy Wright,25,Yes,2
T00409,2026-03-04 00:00:00,2026-03-07 05:00:00,High,Open,Email,Hardware Failure,A018,Edward Clay,77,No,3
T00410,2025-10-10 00:00:00,2025-10-11 18:00:00,Critical,Open,Portal,Login Issue,A014,Jose Fuentes,42,Yes,3
